"GEOID10","NAME","TOTAL_POPULATION","HISP_LAT_TOTAL","HISP_LAT_NONHISPANIC_LATINO","HISP_LAT_HISPANIC_LATINO","TOTAL_POP_WHITE","MEDIAN_AGE"
"36005042800","Census Tract 428, Bronx County, New York",2173,2173,1938,235,128,38.8
"36005042901","Census Tract 429.01, Bronx County, New York",3420,3420,1333,2087,1112,31
"36005042902","Census Tract 429.02, Bronx County, New York",3845,3845,1598,2247,1136,31.1
"36005043000","Census Tract 430, Bronx County, New York",2898,2898,2420,478,252,38.1
"36005043100","Census Tract 431, Bronx County, New York",9680,9680,4239,5441,2172,36.1
"36005043400","Census Tract 434, Bronx County, New York",3592,3592,2881,711,437,34.1
"36005043500","Census Tract 435, Bronx County, New York",39,39,13,26,9,24
"36005043600","Census Tract 436, Bronx County, New York",2032,2032,1714,318,213,36.6
"36005044200","Census Tract 442, Bronx County, New York",3555,3555,2788,767,314,34.4
"36005044400","Census Tract 444, Bronx County, New York",3878,3878,3266,612,306,38.5
"36005044800","Census Tract 448, Bronx County, New York",2026,2026,1784,242,103,39.7
"36005044901","Census Tract 449.01, Bronx County, New York",1818,1818,1648,170,1655,33.3
"36005044902","Census Tract 449.02, Bronx County, New York",1949,1949,1716,233,1771,19.5
"36005045101","Census Tract 451.01, Bronx County, New York",1656,1656,1484,172,1445,31.9
"36005045102","Census Tract 451.02, Bronx County, New York",1894,1894,1686,208,1660,37.5
"36005045600","Census Tract 456, Bronx County, New York",2896,2896,2338,558,780,37.2
"36005045800","Census Tract 458, Bronx County, New York",6123,6123,2795,3328,1189,26.4
"36005046000","Census Tract 460, Bronx County, New York",2741,2741,2115,626,343,38.5
"36005046201","Census Tract 462.01, Bronx County, New York",26588,26588,19208,7380,6008,46
"36005046202","Census Tract 462.02, Bronx County, New York",8277,8277,5953,2324,1132,36.5
"36005048400","Census Tract 484, Bronx County, New York",3598,3598,3018,580,288,36.6
"36005050400","Census Tract 504, Bronx County, New York",39,39,15,24,15,44.5
"36005051600","Census Tract 516, Bronx County, New York",4362,4362,3621,741,3727,37.6
"36047000100","Census Tract 1, Kings County, New York",4338,4338,3991,347,3396,52.1
"36047000200","Census Tract 2, Kings County, New York",1470,1470,193,1277,530,22
"36047000301","Census Tract 3.01, Kings County, New York",4259,4259,4013,246,3658,43
"36047000501","Census Tract 5.01, Kings County, New York",4247,4247,3935,312,3266,21.1
"36047000502","Census Tract 5.02, Kings County, New York",2512,2512,2350,162,2086,43.7
"36047000700","Census Tract 7, Kings County, New York",3359,3359,3076,283,2885,37.5
"36047000900","Census Tract 9, Kings County, New York",4172,4172,3847,325,3018,35.3
"36047001100","Census Tract 11, Kings County, New York",84,84,56,28,36,40.5
"36047001300","Census Tract 13, Kings County, New York",2275,2275,1964,311,1531,43.4
"36047001500","Census Tract 15, Kings County, New York",3521,3521,2710,811,1350,35.6
"36047001800","Census Tract 18, Kings County, New York",2105,2105,906,1199,1204,34.2
"36047002000","Census Tract 20, Kings County, New York",1672,1672,199,1473,629,38.7
"36047002100","Census Tract 21, Kings County, New York",3604,3604,3289,315,2820,40.5
"36047002200","Census Tract 22, Kings County, New York",4613,4613,1611,3002,2034,41.3
"36047002300","Census Tract 23, Kings County, New York",4247,4247,2999,1248,448,31.4
"36047002901","Census Tract 29.01, Kings County, New York",3218,3218,2251,967,336,29.5
"36047003000","Census Tract 30, Kings County, New York",1730,1730,1435,295,1246,33
"36047003100","Census Tract 31, Kings County, New York",2472,2472,2199,273,607,44.6
"36047003300","Census Tract 33, Kings County, New York",2327,2327,1978,349,1283,38.2
"36047003400","Census Tract 34, Kings County, New York",3047,3047,2627,420,2272,43.5
"36047003500","Census Tract 35, Kings County, New York",1554,1554,1391,163,637,42.2
"36047003600","Census Tract 36, Kings County, New York",3804,3804,3263,541,2824,30.8
"36047003700","Census Tract 37, Kings County, New York",390,390,336,54,195,27.1
"36047003800","Census Tract 38, Kings County, New York",1498,1498,1381,117,1247,32.5
"36047003900","Census Tract 39, Kings County, New York",2229,2229,1823,406,1355,47.3
"36047004100","Census Tract 41, Kings County, New York",3598,3598,3150,448,2616,50.9
"36047004300","Census Tract 43, Kings County, New York",3008,3008,2472,536,2199,36.6
"36047004400","Census Tract 44, Kings County, New York",2359,2359,2254,105,2161,36.5
"36047004500","Census Tract 45, Kings County, New York",3325,3325,3107,218,2931,44.3
"36047004600","Census Tract 46, Kings County, New York",1199,1199,1099,100,1063,15
"36047004700","Census Tract 47, Kings County, New York",1445,1445,1087,358,898,42.8
"36047004900","Census Tract 49, Kings County, New York",2516,2516,2198,318,1875,62.1
"36047005000","Census Tract 50, Kings County, New York",2276,2276,2078,198,2027,36.5
"36047005100","Census Tract 51, Kings County, New York",2171,2171,1710,461,1646,39.5
"36047005201","Census Tract 52.01, Kings County, New York",1829,1829,1718,111,1595,67.5
"36047005202","Census Tract 52.02, Kings County, New York",2481,2481,2302,179,2242,39.5
"36047005300","Census Tract 53, Kings County, New York",1888,1888,1297,591,1287,36.3
"36047005400","Census Tract 54, Kings County, New York",3139,3139,2759,380,2565,35.5
"36047005601","Census Tract 56.01, Kings County, New York",2505,2505,2259,246,2225,44.5
"36047005602","Census Tract 56.02, Kings County, New York",1586,1586,1464,122,1369,25.6
"36047005800","Census Tract 58, Kings County, New York",3152,3152,2729,423,2549,34.7
"36047005900","Census Tract 59, Kings County, New York",1384,1384,935,449,830,26.3
"36047006000","Census Tract 60, Kings County, New York",2826,2826,2204,622,1950,29.5
"36047006200","Census Tract 62, Kings County, New York",2853,2853,2409,444,2123,35.5
"36047006300","Census Tract 63, Kings County, New York",1892,1892,1704,188,1618,41.3
"36047006400","Census Tract 64, Kings County, New York",3478,3478,2918,560,2658,34.6
"36047006500","Census Tract 65, Kings County, New York",5191,5191,4690,501,4575,36
"36047006600","Census Tract 66, Kings County, New York",3663,3663,2961,702,2772,34.7
"36047006700","Census Tract 67, Kings County, New York",3301,3301,3042,259,2931,36.8
"36047006800","Census Tract 68, Kings County, New York",4870,4870,3566,1304,2929,34.8
"36047006900","Census Tract 69, Kings County, New York",3537,3537,2925,612,2820,41.8
"36047007000","Census Tract 70, Kings County, New York",2344,2344,1906,438,1573,44.8
"36047007100","Census Tract 71, Kings County, New York",4495,4495,2733,1762,1627,31.1
"36047007200","Census Tract 72, Kings County, New York",1946,1946,808,1138,730,31.2
"36047007400","Census Tract 74, Kings County, New York",5451,5451,1802,3649,1708,33.8
"36047007500","Census Tract 75, Kings County, New York",4383,4383,3875,508,3823,35.5
"36047007600","Census Tract 76, Kings County, New York",4412,4412,1262,3150,1600,31.3
"36047007700","Census Tract 77, Kings County, New York",3901,3901,3502,399,3253,45.1
"36047007800","Census Tract 78, Kings County, New York",5068,5068,1041,4027,1684,31.7
"36047008000","Census Tract 80, Kings County, New York",4169,4169,890,3279,1670,40
"36047008200","Census Tract 82, Kings County, New York",4141,4141,1121,3020,1628,30.4
"36047008400","Census Tract 84, Kings County, New York",3299,3299,868,2431,1473,33.9
"36047008500","Census Tract 85, Kings County, New York",6956,6956,3625,3331,1297,27.6
"36047008600","Census Tract 86, Kings County, New York",0,0,0,0,0,0
"36047008800","Census Tract 88, Kings County, New York",3207,3207,1169,2038,1442,32
"36047009000","Census Tract 90, Kings County, New York",2994,2994,1725,1269,847,29.5
"36047009200","Census Tract 92, Kings County, New York",5388,5388,3146,2242,1450,38
"36047009400","Census Tract 94, Kings County, New York",5805,5805,4709,1096,1500,35.6
"36047009600","Census Tract 96, Kings County, New York",6126,6126,2461,3665,2008,34.2
"36047009800","Census Tract 98, Kings County, New York",7024,7024,3389,3635,1635,35
"36047010000","Census Tract 100, Kings County, New York",6737,6737,4294,2443,1613,34.6
"36047010100","Census Tract 101, Kings County, New York",4093,4093,1489,2604,1980,33.5
"36047010200","Census Tract 102, Kings County, New York",5622,5622,4214,1408,1201,28.5
"36047010400","Census Tract 104, Kings County, New York",5908,5908,5536,372,633,30.5
"36047010600","Census Tract 106, Kings County, New York",5851,5851,5152,699,573,31
"36047010800","Census Tract 108, Kings County, New York",5280,5280,4530,750,931,31.5
"36047011000","Census Tract 110, Kings County, New York",2441,2441,1284,1157,868,28.6
"36047011200","Census Tract 112, Kings County, New York",6436,6436,4257,2179,3444,35.9
"36047011400","Census Tract 114, Kings County, New York",3976,3976,3366,610,2580,41.8
"36047011600","Census Tract 116, Kings County, New York",4816,4816,4393,423,847,40.8
"36047011700","Census Tract 117, Kings County, New York",2364,2364,1385,979,1416,39.3
"36047011800","Census Tract 118, Kings County, New York",2253,2253,2013,240,323,29.8
"36047011900","Census Tract 119, Kings County, New York",1530,1530,1134,396,1081,36.1
"36047012000","Census Tract 120, Kings County, New York",1268,1268,1133,135,160,31.5
"36047012100","Census Tract 121, Kings County, New York",1619,1619,1077,542,1043,39
"36047012200","Census Tract 122, Kings County, New York",5339,5339,2915,2424,1719,38
"36047012600","Census Tract 126, Kings County, New York",2652,2652,2116,536,1347,36
"36047012700","Census Tract 127, Kings County, New York",3507,3507,2057,1450,1276,34.4
"36047012801","Census Tract 128.01, Kings County, New York",2117,2117,1942,175,782,32.5
"36047012901","Census Tract 129.01, Kings County, New York",2159,2159,1622,537,1379,40
"36047012902","Census Tract 129.02, Kings County, New York",1964,1964,1647,317,1410,44.5
"36047013000","Census Tract 130, Kings County, New York",4792,4792,3659,1133,3098,34.2
"36047013100","Census Tract 131, Kings County, New York",3828,3828,3064,764,2575,42.1
"36047013200","Census Tract 132, Kings County, New York",2239,2239,1917,322,1194,28.5
"36047013300","Census Tract 133, Kings County, New York",3730,3730,3171,559,2826,39.5
"36047013400","Census Tract 134, Kings County, New York",3907,3907,3300,607,2858,34.3
"36047013500","Census Tract 135, Kings County, New York",3596,3596,3104,492,2713,40.4
"36047013600","Census Tract 136, Kings County, New York",3927,3927,3260,667,2972,36
"36047013700","Census Tract 137, Kings County, New York",3057,3057,2477,580,2245,47.5
"36047013800","Census Tract 138, Kings County, New York",3168,3168,2713,455,2444,31.5
"36047013900","Census Tract 139, Kings County, New York",3481,3481,2836,645,2484,38.2
"36047014000","Census Tract 140, Kings County, New York",1826,1826,1640,186,1528,32.5
"36047014100","Census Tract 141, Kings County, New York",3017,3017,2305,712,2155,34.8
"36047014200","Census Tract 142, Kings County, New York",3223,3223,2716,507,2384,31.3
"36047014300","Census Tract 143, Kings County, New York",3487,3487,2093,1394,2244,33.6
"36047014500","Census Tract 145, Kings County, New York",4179,4179,2357,1822,2620,30.2
"36047014700","Census Tract 147, Kings County, New York",2084,2084,1253,831,1434,38.3
"36047014800","Census Tract 148, Kings County, New York",1209,1209,1133,76,1075,45.2
"36047014900","Census Tract 149, Kings County, New York",4976,4976,4018,958,3837,40.9
"36047015000","Census Tract 150, Kings County, New York",1574,1574,1485,89,1359,7
"36047015100","Census Tract 151, Kings County, New York",3578,3578,3195,383,2924,45.3
"36047015200","Census Tract 152, Kings County, New York",2309,2309,2048,261,1741,41.5
"36047015300","Census Tract 153, Kings County, New York",3041,3041,2742,299,2342,42.9
"36047015400","Census Tract 154, Kings County, New York",0,0,0,0,0,0
"36047015500","Census Tract 155, Kings County, New York",3272,3272,2993,279,2744,50.3
"36047015700","Census Tract 157, Kings County, New York",4135,4135,3830,305,3399,45.7
"36047015900","Census Tract 159, Kings County, New York",5036,5036,4693,343,4052,48
"36047016000","Census Tract 160, Kings County, New York",4217,4217,3378,839,2759,33
"36047016100","Census Tract 161, Kings County, New York",3075,3075,2658,417,2062,42.7
"36047016200","Census Tract 162, Kings County, New York",2082,2082,1782,300,1551,37.3
"36047016300","Census Tract 163, Kings County, New York",2991,2991,2644,347,1693,44.8
"36047016400","Census Tract 164, Kings County, New York",764,764,520,244,347,26.8
"36047016500","Census Tract 165, Kings County, New York",5141,5141,4810,331,4432,45.8
"36047016600","Census Tract 166, Kings County, New York",2059,2059,1986,73,1940,39
"36047016700","Census Tract 167, Kings County, New York",4638,4638,4190,448,3945,39.3
"36047016800","Census Tract 168, Kings County, New York",1510,1510,1425,85,1209,22.5
"36047016900","Census Tract 169, Kings County, New York",4497,4497,3538,959,3231,46.3
"36047017000","Census Tract 170, Kings County, New York",3254,3254,2930,324,2012,31.5
"36047017100","Census Tract 171, Kings County, New York",3749,3749,3443,306,3198,41.6
"36047017200","Census Tract 172, Kings County, New York",2931,2931,2629,302,1734,29
"36047017400","Census Tract 174, Kings County, New York",1793,1793,1648,145,1213,41.5
"36047017500","Census Tract 175, Kings County, New York",5,5,3,2,3,0
"36047017600","Census Tract 176, Kings County, New York",2295,2295,1930,365,1389,30.5
"36047017700","Census Tract 177, Kings County, New York",0,0,0,0,0,0
"36047017800","Census Tract 178, Kings County, New York",2898,2898,2397,501,1428,34.7
"36047017900","Census Tract 179, Kings County, New York",3624,3624,3140,484,894,44.3
"36047018000","Census Tract 180, Kings County, New York",3193,3193,2534,659,1752,36.2
"36047018100","Census Tract 181, Kings County, New York",3936,3936,3528,408,2234,42.8
"36047018200","Census Tract 182, Kings County, New York",3163,3163,2855,308,1329,33.3
"36047018300","Census Tract 183, Kings County, New York",2500,2500,2209,291,1457,41.3
"36047018400","Census Tract 184, Kings County, New York",2002,2002,1925,77,1233,28.8
"36047018501","Census Tract 185.01, Kings County, New York",3827,3827,2758,1069,515,30.8
"36047018600","Census Tract 186, Kings County, New York",2124,2124,1985,139,1121,33.3
"36047018700","Census Tract 187, Kings County, New York",1411,1411,1068,343,631,33.8
"36047018800","Census Tract 188, Kings County, New York",2640,2640,2342,298,1614,38.5
"36047019000","Census Tract 190, Kings County, New York",4782,4782,3655,1127,2058,32.7
"36047019100","Census Tract 191, Kings County, New York",2332,2332,1715,617,1086,35.8
"36047019200","Census Tract 192, Kings County, New York",2772,2772,2309,463,1587,34.5
"36047019300","Census Tract 193, Kings County, New York",5628,5628,4931,697,2185,52.6
"36047019400","Census Tract 194, Kings County, New York",3305,3305,2702,603,1151,31.5
"36047019500","Census Tract 195, Kings County, New York",3366,3366,2926,440,1498,44.7
"36047019600","Census Tract 196, Kings County, New York",4353,4353,3521,832,2254,28.5
"36047019700","Census Tract 197, Kings County, New York",3313,3313,3017,296,1465,46.3
"36047019800","Census Tract 198, Kings County, New York",1702,1702,1442,260,1251,30
"36047019900","Census Tract 199, Kings County, New York",2929,2929,2602,327,1227,43.5
"36047020000","Census Tract 200, Kings County, New York",2265,2265,1882,383,1494,33.8
"36047020100","Census Tract 201, Kings County, New York",3421,3421,3150,271,1560,41.5
"36047020200","Census Tract 202, Kings County, New York",1874,1874,1749,125,1454,28.5
"36047020300","Census Tract 203, Kings County, New York",1697,1697,1386,311,711,40
"36047020400","Census Tract 204, Kings County, New York",1708,1708,1591,117,1481,38.5
"36047020500","Census Tract 205, Kings County, New York",2469,2469,2244,225,1261,38.9
"36047020600","Census Tract 206, Kings County, New York",2220,2220,1957,263,1742,32.5
"36047020700","Census Tract 207, Kings County, New York",4310,4310,3881,429,2398,45.1
"36047020800","Census Tract 208, Kings County, New York",3048,3048,2697,351,1537,33.5
"36047021000","Census Tract 210, Kings County, New York",3968,3968,3549,419,1806,30
"36047021100","Census Tract 211, Kings County, New York",1210,1210,760,450,315,37.5
"36047021200","Census Tract 212, Kings County, New York",4643,4643,4132,511,1398,32.5
"36047021300","Census Tract 213, Kings County, New York",4205,4205,3784,421,554,37.4
"36047021400","Census Tract 214, Kings County, New York",2152,2152,2023,129,1246,52
"36047021500","Census Tract 215, Kings County, New York",5307,5307,4761,546,2108,40.6
"36047021600","Census Tract 216, Kings County, New York",4015,4015,3851,164,3419,28.5
"36047021700","Census Tract 217, Kings County, New York",3597,3597,3053,544,814,36.2
"36047021800","Census Tract 218, Kings County, New York",3761,3761,3482,279,3387,27.5
"36047021900","Census Tract 219, Kings County, New York",3595,3595,3286,309,777,37.6
"36047022000","Census Tract 220, Kings County, New York",4939,4939,4617,322,4370,25
"36047022100","Census Tract 221, Kings County, New York",3609,3609,3102,507,695,37.1
"36047022200","Census Tract 222, Kings County, New York",4693,4693,4179,514,4195,28.5
"36047022400","Census Tract 224, Kings County, New York",5486,5486,4578,908,4223,31.3
"36047022600","Census Tract 226, Kings County, New York",2516,2516,1155,1361,1032,31.5
"36047022700","Census Tract 227, Kings County, New York",3454,3454,3209,245,597,38.4
"36047022800","Census Tract 228, Kings County, New York",3306,3306,2771,535,1879,39.8
"36047022900","Census Tract 229, Kings County, New York",3395,3395,3088,307,822,36.5
"36047023000","Census Tract 230, Kings County, New York",4515,4515,3631,884,3728,30.5
"36047023100","Census Tract 231, Kings County, New York",3025,3025,2700,325,1080,40.3
"36047023200","Census Tract 232, Kings County, New York",5699,5699,5343,356,5064,24.5
